Player,draft_year,draft_round,draft_number
Pearl Washington,1986,1,13
Walter Berry,1986,1,14
Dell Curry,1986,1,15
Maurice Martin,1986,1,16
Harold Pressley,1986,1,17
Mark Alarie,1986,1,18
Billy Thompson,1986,1,19
Buck Johnson,1986,1,20
Anthony Jones,1986,1,21
Scott Skiles,1986,1,22
Ken Barlow,1986,1,23
Arvydas Sabonis,1986,1,24
Mark Price,1986,1,25
Greg Dreiling,1986,1,26
Dennis Rodman,1986,1,27
Larry Krystkowiak,1986,1,28
Johnny Newman,1986,1,29
Nate McMillan,1986,1,30
Joe Ward,1986,2,31
Cedric Henderson,1986,2,32
Kevin Duckworth,1986,2,33
Johnny Rogers,1986,2,34
Milt Wagner,1986,2,35
Steve Mitchell,1986,2,36
Panagiotis Fasoulas,1986,2,37
Lemone Lampley,1986,2,38
Rafael Addison,1986,2,39
Augusto Binelli,1986,2,40
Otis Smith,1986,2,41
Ron Kellogg,1986,2,42
Dave Feitl,1986,2,43
David Wingate,1986,2,44
Keith Smith,1986,2,45
Jeff Hornacek,1986,2,46
Michael Jackson,1986,2,47
Forrest McKenzie,1986,2,48
Juden Smith,1986,2,49
Kevin Henderson,1986,2,50
Mike Williams,1986,2,51
Ricky Wilson,1986,2,52
Tod Murphy,1986,2,53
Dwayne Polee,1986,2,54
Kenny Gattison,1986,2,55
Keith Colbert,1986,2,56
Bruce Douglas,1986,2,57
Dave Henderson,1986,2,58
Wendell Alexis,1986,2,59
DraÅ¾en PetroviÄ,1986,2,60
John Shasky,1986,2,61
Anthony Welch,1986,2,62
Bill Breeding,1986,2,63
Don Redden,1986,2,64
Dave Hoppen,1986,2,65
Anthony Bowie,1986,2,66
Ron Rowan,1986,2,67
Baskerville Holmes,1986,2,68
Andre Turner,1986,2,69
Jim Les,1986,2,70
Calvin Thompson,1986,2,71
Derrick Taylor,1986,2,72
Warren Martin,1986,2,73
Scott Meents,1986,2,74
Dan Bingenheimer,1986,2,75
Michael Graham,1986,2,76
Grant Gondrezick,1986,2,77
John Brownlee,1986,2,78
Carlos Briggs,1986,2,79
Alvin Franklin,1986,2,80
Steve Hale,1986,2,81
Barry Mungar,1986,2,82
David Shaffer,1986,2,83
Marty Embry,1986,2,84
Myron Jackson,1986,2,85
Chauncey Robinson,1986,2,86
Anthony Watson,1986,2,87
Efrem Winters,1986,2,88
Conner Henry,1986,2,89
Wes Stallings,1986,2,90
Bob Beecher,1986,2,91
Dale Blaney,1986,2,92
Tony Benford,1986,2,93
Jerome Mincey,1986,2,94
Richard Rellford,1986,2,95
Ben Davis,1986,2,96
Clinton Smith,1986,2,97
Jimmy Gilbert,1986,2,98
Dominic Pressley,1986,2,99
Steffond Johnson,1986,2,100
Greg Spurling,1986,2,101
Earl Kelley,1986,2,102
Keith Morrison,1986,2,103
Paul Fortier,1986,2,104
Archie Johnson,1986,2,105
Jerry Adams,1986,2,106
Kerry Boagni,1986,2,107
Jay Bilas,1986,2,108
Clarence Hanley,1986,2,109
Jon Collins,1986,2,110
Nicky Jones,1986,2,111
Andre Banks,1986,2,112
Kevin Holmes,1986,2,113
Bobby Deaton,1986,2,114
Roger Harden,1986,2,115
Dave Colbert,1986,2,116
Butch Wade,1986,2,117
Jeff Hall,1986,2,118
Gilbert Wilburn,1986,2,119
Pete Myers,1986,2,120
Bobby Lee Hurt,1986,2,121
Curtis Kitchen,1986,2,122
Jim McCaffrey,1986,2,123
Tim Kempton,1986,2,124
Kevin Lewis,1986,2,125
John Flowers,1986,2,126
Troy Webster,1986,2,127
Lorenzo Duncan,1986,2,128
Tony Hampton,1986,2,129
Chuck Everson,1986,2,130
Greg Anderson,1986,2,131
Greg Grant,1986,2,132
Anthony Frederick,1986,2,133
Alexander Volkov,1986,2,134
Robert Worthy,1986,2,135
Andre McCloud,1986,2,136
John Kimbrell,1986,2,137
Walter Downing,1986,2,138
Greg Wendt,1986,2,139
Duane Kendall,1986,2,140
Steve Woodside,1986,2,141
Ralph Dalton,1986,2,142
Steve Kenilvort,1986,2,143
Robert Henderson,1986,2,144
Glen McCants,1986,2,145
Johnny Brown,1986,2,146
Damon Goodwin,1986,2,147
Michael Anderson,1986,2,148
Ron Rankin,1986,2,149
Joe Price,1986,2,150
Jim Dolan,1986,2,151
Randy Schiff,1986,2,152
Mark Mitchell,1986,2,153
Kim Cooksey,1986,2,154
Larry Polec,1986,2,155
Mike Marshall,1986,2,156
Valeri Tikhonenko,1986,2,157
Rick Olson,1986,2,158
Dan Palombizio,1986,2,159
Jeff Strong,1986,2,160
Mark Coleman,1986,2,161
Tom Ivey,1986,2,162
David Robinson,1987,1,1
Armen Gilliam,1987,1,2
Dennis Hopson,1987,1,3
Reggie Williams,1987,1,4
Scottie Pippen,1987,1,5
Kenny Smith,1987,1,6
Kevin Johnson,1987,1,7
Olden Polynice,1987,1,8
Derrick McKey,1987,1,9
Horace Grant,1987,1,10
Reggie Miller,1987,1,11
Muggsy Bogues,1987,1,12
Joe Wolf,1987,1,13
Tellis Frank,1987,1,14
JosÃ© Ortiz,1987,1,15
Chris Welp,1987,1,16
Ronnie Murphy,1987,1,17
Mark Jackson,1987,1,18
Ken Norman,1987,1,19
Jim Farmer,1987,1,20
Dallas Comegys,1987,1,21
Reggie Lewis,1987,1,22
Greg Anderson,1987,1,23
Freddie Banks,1987,1,24
Ron Moore,1987,1,25
Steve Alford,1987,1,26
Nate Blackwell,1987,1,27
Rickie Winslow,1987,1,28
Lester Fonville,1987,1,29
Nikita Wilson,1987,1,30
Andre Moore,1987,2,31
Bob McCann,1987,2,32
Tony White,1987,2,33
Brian Rowsom,1987,2,34
Doug Lee,1987,2,35
Duane Washington,1987,2,36
Derrick Dowell,1987,2,37
Norris Coleman,1987,2,38
Vincent Askew,1987,2,39
Winston Garland,1987,2,40
Kannard Johnson,1987,2,41
Terrance Bailey,1987,2,42
Andrew Kennedy,1987,2,43
Terry Coner,1987,2,44
Brad Lohaus,1987,2,45
Bruce Dalrymple,1987,2,46
Tim McCalister,1987,2,47
Jamie Waller,1987,2,48
Jerome Batiste,1987,2,49
Phil Zevenbergen,1987,2,50
Sven Meyer,1987,2,51
Donald Royal,1987,2,52
Winston Crite,1987,2,53
Tom Schafer,1987,2,54
Tommy Amaker,1987,2,55
John Fox,1987,2,56
Hansi Gnad,1987,2,57
Darryl Johnson,1987,2,58
Danny Pearson,1987,2,59
Sean Couch,1987,2,60
Clarence Martin,1987,2,61
Eric Riggins,1987,2,62
Kevin Gamble,1987,2,63
J. J. Weber,1987,2,64
Eric White,1987,2,65
Mike Richmond,1987,2,66
Song Tao,1987,2,67
Billy Donovan,1987,2,68
Willie Glass,1987,2,69
Tom Sheehey,1987,2,70
Mike Morgan,1987,2,71
Andrew Moten,1987,2,72
Todd May,1987,2,73
Joe Arlauckas,1987,2,74
Chris Dudley,1987,2,75
Steve Beck,1987,2,76
David Boone,1987,2,77
Todd Linder,1987,2,78
Jack Haley,1987,2,79
Carven Holcombe,1987,2,80
Scott Thompson,1987,2,81
Joe Niego,1987,2,82
Bennie Bolton,1987,2,83
Reuben Holmes,1987,2,84
Brian Rahilly,1987,2,85
Norwood Barber,1987,2,86
Darryl Bedford,1987,2,87
Dave Popson,1987,2,88
David Johnson,1987,2,89
Theofanis Christodoulou,1987,2,90
Darryl Kennedy,1987,2,91
Ralph Tally,1987,2,92
Chad Kessler,1987,2,93
James Blackmon,1987,2,94
Glen Clem,1987,2,95
Dennis Willliams,1987,2,96
Vernon Carr,1987,2,97
Carl Lott,1987,2,98
Brent Counts,1987,2,99
Ron Grandison,1987,2,100
Michael Tait,1987,2,101
Anthony Wilson,1987,2,102
Mike Milling,1987,2,103
Andre LaFleur,1987,2,104
Terry Williams,1987,2,105
Patrick Fairs,1987,2,106
Bart Kofoed,1987,2,107
Frank Ross,1987,2,108
David Moss,1987,2,109
Brian Vaughns,1987,2,110
Gerry Wright,1987,2,111
Sam Hill,1987,2,112
Jose Antonio Montero,1987,2,113
Dave Butler,1987,2,114
Kenny Travis,1987,2,115
Martin Nessley,1987,2,116
Howard Triche,1987,2,117
Perry Bromwell,1987,2,118
Ricky Brown,1987,2,119
Daryl Thomas,1987,2,120
Harold Jensen,1987,2,121
Marcel Boyce,1987,2,122
Kelvin Scarborough,1987,2,123
Tom Gneiting,1987,2,124
Doug Altenberger,1987,2,125
Gary Graham,1987,2,126
Å arÅ«nas MarÄiulionis,1987,2,127
Dwayne Scholten,1987,2,128
Fred Jenkins,1987,2,129
Art Sabb,1987,2,130
Tracy Foster,1987,2,131
Bernard Jackson,1987,2,132
Gay Elmore,1987,2,133
Antoine Joubert,1987,2,134
Quintan Gates,1987,2,135
Riccardo Morandotti,1987,2,136
Tim Naegeli,1987,2,137
Frank Ford,1987,2,138
Henry Carr,1987,2,139
Frank Booker,1987,2,140
Wayne Williams,1987,2,141
Raynard Davis,1987,2,142
Scott Adubato,1987,2,143
Michael Foster,1987,2,144
Roy Singleton,1987,2,145
Rowan Gomes,1987,2,146
Mike Giomi,1987,2,147
Ervin Leavy,1987,2,148
Montel Hatcher,1987,2,149
Jamie Dixon,1987,2,150
Clarence Grier,1987,2,151
Ronnie Leggette,1987,2,152
Keith Webster,1987,2,153
Eric Semisch,1987,2,154
Kenny Stone,1987,2,155
Curtis Hunter,1987,2,156
Mark Gottfried,1987,2,157
Gerald White,1987,2,158
Franjo Arapovic,1987,2,159
Gerry Corcoran,1987,2,160
Ron Vanderschaaf,1987,2,161
Danny Manning,1988,1,1
Rik Smits,1988,1,2
Charles Smith,1988,1,3
Chris Morris,1988,1,4
Mitch Richmond,1988,1,5
Hersey Hawkins,1988,1,6
Tim Perry,1988,1,7
Rex Chapman,1988,1,8
Rony Seikaly,1988,1,9
Willie Anderson,1988,1,10
Will Perdue,1988,1,11
Harvey Grant,1988,1,12
Jeff Grayer,1988,1,13
Dan Majerle,1988,1,14
Gary Grant,1988,1,15
Derrick Chievous,1988,1,16
Eric Leckner,1988,1,17
Ricky Berry,1988,1,18
Rod Strickland,1988,1,19
Kevin Edwards,1988,1,20
Mark Bryant,1988,1,21
Randolph Keys,1988,1,22
Jerome Lane,1988,1,23
Brian Shaw,1988,1,24
David Rivers,1988,1,25
Rolando Ferreira,1988,1,26
Shelton Jones,1988,1,27
Andrew Lang,1988,1,28
Vinny Del Negro,1988,1,29
Fennis Dembo,1988,1,30
Everette Stephens,1988,2,31
Charles Shackleford,1988,2,32
Grant Long,1988,2,33
Tom Tolbert,1988,2,34
Sylvester Gray,1988,2,35
Ledell Eackles,1988,2,36
Greg Butler,1988,2,37
Dean Garrett,1988,2,38
Tito Horford,1988,2,39
Orlando Graham,1988,2,40
Keith Smart,1988,2,41
Jeff Moe,1988,2,42
Todd Mitchell,1988,2,43
Anthony Taylor,1988,2,44
Tom Garrick,1988,2,45
Morlon Wiley,1988,2,46
Vernon Maxwell,1988,2,47
Micheal Williams,1988,2,48
JosÃ© Vargas,1988,2,49
Steve Kerr,1988,2,50
Rob Lock,1988,2,51
Derrek Hamilton,1988,2,52
Anthony Mason,1988,2,53
Jorge Gonzalez,1988,2,54
Rodney Johns,1988,2,55
Barry Sumpter,1988,2,56
HernÃ¡n Montenegro,1988,2,57
Jeff Moore,1988,2,58
Nate Johnston,1988,2,59
Ed Davender,1988,2,60
Herbert Crook,1988,2,61
Derrick Lewis,1988,2,62
Mike Jones,1988,2,63
Winston Bennett,1988,2,64
Corey Gaines,1988,2,65
Dwight Boyd,1988,2,66
Ricky Grace,1988,2,67
Darryl Middleton,1988,2,68
Phil Stinnie,1988,2,69
Jerry Johnson,1988,2,70
Craig Neal,1988,2,71
Lee Johnson,1988,2,72
Michael Anderson,1988,2,73
Gerald Paddio,1988,2,74
Archie Marshall,1988,2,75
Pervis Ellison,1989,1,1
Danny Ferry,1989,1,2
Sean Elliott,1989,1,3
Glen Rice,1989,1,4
J.R. Reid,1989,1,5
Stacey King,1989,1,6
George McCloud,1989,1,7
Randy White,1989,1,8
Tom Hammonds,1989,1,9
Pooh Richardson,1989,1,10
Nick Anderson,1989,1,11
Mookie Blaylock,1989,1,12
Michael Smith,1989,1,13
Tim Hardaway,1989,1,14
Todd Lichti,1989,1,15
Dana Barros,1989,1,16
Shawn Kemp,1989,1,17
B.J. Armstrong,1989,1,18
Kenny Payne,1989,1,19
Jeff Sanders,1989,1,20
Blue Edwards,1989,1,21
Byron Irvin,1989,1,22
Roy Marble,1989,1,23
Anthony Cook,1989,1,24
John Morton,1989,1,25
Vlade Divac,1989,1,26
Kenny Battle,1989,1,27
Sherman Douglas,1989,1,28
Dyron Nix,1989,1,29
Frank Kornet,1989,1,30
Jeff Martin,1989,2,31
Stanley Brundy,1989,2,32
Jay Edwards,1989,2,33
Gary Leonard,1989,2,34
Pat Durham,1989,2,35
Clifford Robinson,1989,2,36
Michael Ansley,1989,2,37
Doug West,1989,2,38
Ed Horton,1989,2,39
Dino Radja,1989,2,40
Doug Roth,1989,2,41
Michael Cutright,1989,2,42
Chucky Brown,1989,2,43
Reggie Cross,1989,2,44
Scott Haffner,1989,2,45
Ricky Blanton,1989,2,46
Reggie Turner,1989,2,47
Junie Lewis,1989,2,48
Haywoode Workman,1989,2,49
Brian Quinnett,1989,2,50
Mike Morrison,1989,2,51
Greg Grant,1989,2,52
Jeff Hodge,1989,2,53
Toney Mack,1989,2,54
Derrick Coleman,1990,1,1
Gary Payton,1990,1,2
Mahmoud Abdul-Rauf,1990,1,3
Dennis Scott,1990,1,4
Kendall Gill,1990,1,5
Felton Spencer,1990,1,6
Lionel Simmons,1990,1,7
Bo Kimble,1990,1,8
Willie Burton,1990,1,9
Rumeal Robinson,1990,1,10
Tyrone Hill,1990,1,11
Alec Kessler,1990,1,12
Loy Vaught,1990,1,13
Travis Mays,1990,1,14
Dave Jamerson,1990,1,15
Terry Mills,1990,1,16
Jerrod Mustaf,1990,1,17
Duane Causwell,1990,1,18
Dee Brown,1990,1,19
Gerald Glass,1990,1,20
Jayson Williams,1990,1,21
Tate George,1990,1,22
Anthony Bonner,1990,1,23
Dwayne Schintzius,1990,1,24
Alaa Abdelnaby,1990,1,25
Lance Blanks,1990,1,26
Elden Campbell,1990,1,27
Les Jepsen,1990,1,28
Toni KukoÄ,1990,1,29
Carl Herrera,1990,1,30
Negele Knight,1990,2,31
Brian Oliver,1990,2,32
Walter Palmer,1990,2,33
Kevin Pritchard,1990,2,34
Greg Foster,1990,2,35
Trevor Wilson,1990,2,36
A.J. English,1990,2,37
Jud Buechler,1990,2,38
Steve Scheffler,1990,2,39
Bimbo Coles,1990,2,40
Steve Bardo,1990,2,41
Marcus Liberty,1990,2,42
Tony Massenburg,1990,2,43
Steve Henson,1990,2,44
Antonio Davis,1990,2,45
Kenny Williams,1990,2,46
Derek Strong,1990,2,47
Cedric Ceballos,1990,2,48
Phil Henderson,1990,2,49
MiloÅ¡ BabiÄ,1990,2,50
Tony Smith,1990,2,51
Stefano Rusconi,1990,2,52
Abdul Shamsid-Deen,1990,2,53
Sean Higgins,1990,2,54
Larry Johnson,1991,1,1
Kenny Anderson,1991,1,2
Billy Owens,1991,1,3
Dikembe Mutombo,1991,1,4
Steve Smith,1991,1,5
Doug Smith,1991,1,6
Luc Longley,1991,1,7
Mark Macon,1991,1,8
Stacey Augmon,1991,1,9
Bison Dele,1991,1,10
Terrell Brandon,1991,1,11
Greg Anthony,1991,1,12
Dale Davis,1991,1,13
Rich King,1991,1,14
Anthony Avent,1991,1,15
Chris Gatling,1991,1,16
Victor Alexander,1991,1,17
Kevin Brooks,1991,1,18
LaBradford Smith,1991,1,19
John Turner,1991,1,20
Eric Murdock,1991,1,21
LeRon Ellis,1991,1,22
Stanley Roberts,1991,1,23
Rick Fox,1991,1,24
Shaun Vandiver,1991,1,25
Mark Randall,1991,1,26
Pete Chilcutt,1991,1,27
Kevin Lynch,1991,1,28
George Ackles,1991,1,29
Rodney Monroe,1991,1,30
Randy Brown,1991,2,31
Chad Gallagher,1991,2,32
Donald Hodge,1991,2,33
Myron Brown,1991,2,34
Mike Iuzzolino,1991,2,35
Chris Corchiani,1991,2,36
Elliot Perry,1991,2,37
Joe Wylie,1991,2,38
Jimmy Oliver,1991,2,39
Doug Overton,1991,2,40
Sean Green,1991,2,41
Steve Hood,1991,2,42
Lamont Strothers,1991,2,43
Alvaro Teheran,1991,2,44
Bobby Phills,1991,2,45
Richard Dumas,1991,2,46
Keith Hughes,1991,2,47
Isaac Austin,1991,2,48
Greg Sutton,1991,2,49
Joey Wright,1991,2,50
Å½an Tabak,1991,2,51
Anthony Jones,1991,2,52
Von McDade,1991,2,53
Marcus Kennedy,1991,2,54
Shaquille O'Neal,1992,1,1
Alonzo Mourning,1992,1,2
Christian Laettner,1992,1,3
Jim Jackson,1992,1,4
LaPhonso Ellis,1992,1,5
Tom Gugliotta,1992,1,6
Walt Williams,1992,1,7
Todd Day,1992,1,8
Clarence Weatherspoon,1992,1,9
Adam Keefe,1992,1,10
Robert Horry,1992,1,11
Harold Miner,1992,1,12
Bryant Stith,1992,1,13
Malik Sealy,1992,1,14
Anthony Peeler,1992,1,15
Randy Woods,1992,1,16
Doug Christie,1992,1,17
Tracy Murray,1992,1,18
Don MacLean,1992,1,19
Hubert Davis,1992,1,20
Jon Barry,1992,1,21
Oliver Miller,1992,1,22
Lee Mayberry,1992,1,23
Latrell Sprewell,1992,1,24
Elmore Spencer,1992,1,25
Dave Johnson,1992,1,26
Byron Houston,1992,1,27
Marlon Maxey,1992,1,28
P.J. Brown,1992,1,29
Sean Rooks,1992,1,30
Reggie Smith,1992,2,31
Brent Price,1992,2,32
Corey Williams,1992,2,33
Chris Smith,1992,2,34
Tony Bennett,1992,2,35
Duane Cooper,1992,2,36
Isaiah Morris,1992,2,37
Elmer Bennett,1992,2,38
Litterial Green,1992,2,39
Steve Rogers,1992,2,40
Popeye Jones,1992,2,41
Matt Geiger,1992,2,42
Sasha DaniloviÄ,1992,2,43
Henry Williams,1992,2,44
Chris King,1992,2,45
Robert Werdann,1992,2,46
Darren Morningstar,1992,2,47
Brian Davis,1992,2,48
Ron Ellis,1992,2,49
Matt Fish,1992,2,50
Tim Burroughs,1992,2,51
Matt Steigenga,1992,2,52
Curtis Blair,1992,2,53
Brett Roberts,1992,2,54
Chris Webber,1993,1,1
Shawn Bradley,1993,1,2
Anfernee Hardaway,1993,1,3
Jamal Mashburn,1993,1,4
Isaiah Rider,1993,1,5
Calbert Cheaney,1993,1,6
Bobby Hurley,1993,1,7
Vin Baker,1993,1,8
Rodney Rogers,1993,1,9
Lindsey Hunter,1993,1,10
Allan Houston,1993,1,11
George Lynch,1993,1,12
Terry Dehere,1993,1,13
Scott Haskin,1993,1,14
Doug Edwards,1993,1,15
Rex Walters,1993,1,16
Greg Graham,1993,1,17
Luther Wright,1993,1,18
Acie Earl,1993,1,19
Scott Burrell,1993,1,20
James Robinson,1993,1,21
Chris Mills,1993,1,22
Ervin Johnson,1993,1,23
Sam Cassell,1993,1,24
Corie Blount,1993,1,25
Geert Hammink,1993,1,26
Malcolm Mackey,1993,1,27
Lucious Harris,1993,1,28
Sherron Mills,1993,1,29
Gheorghe MureÈan,1993,1,30
Evers Burns,1993,2,31
Alphonso Ford,1993,2,32
Eric Riley,1993,2,33
Darnell Mee,1993,2,34
Ed Stokes,1993,2,35
John Best,1993,2,36
Nick Van Exel,1993,2,37
Conrad McRae,1993,2,38
Thomas Hill,1993,2,39
Rich Manning,1993,2,40
Anthony Reed,1993,2,41
Adonis Jordan,1993,2,42
Josh Grant,1993,2,43
Alex Holcombe,1993,2,44
Bryon Russell,1993,2,45
Richard PetruÅ¡ka,1993,2,46
Chris Whitney,1993,2,47
Kevin Thompson,1993,2,48
Mark Buford,1993,2,49
Marcelo Nicola,1993,2,50
Spencer Dunkley,1993,2,51
Mike Peplowski,1993,2,52
Leonard White,1993,2,53
Byron Wilson,1993,2,54
Glenn Robinson,1994,1,1
Jason Kidd,1994,1,2
Grant Hill,1994,1,3
Donyell Marshall,1994,1,4
Juwan Howard,1994,1,5
Sharone Wright,1994,1,6
Lamond Murray,1994,1,7
Brian Grant,1994,1,8
Eric Montross,1994,1,9
Eddie Jones,1994,1,10
Carlos Rogers,1994,1,11
Khalid Reeves,1994,1,12
Jalen Rose,1994,1,13
Yinka Dare,1994,1,14
Eric Piatkowski,1994,1,15
Clifford Rozier,1994,1,16
Aaron McKie,1994,1,17
Eric Mobley,1994,1,18
Tony Dumas,1994,1,19
B.J. Tyler,1994,1,20
Dickey Simpkins,1994,1,21
Bill Curley,1994,1,22
Wesley Person,1994,1,23
Monty Williams,1994,1,24
Greg Minor,1994,1,25
Charlie Ward,1994,1,26
Brooks Thompson,1994,1,27
Deon Thomas,1994,1,28
Antonio Lang,1994,1,29
Howard Eisley,1994,1,30
Rodney Dent,1994,2,31
Jim McIlvaine,1994,2,32
Derrick Alston,1994,2,33
Gaylon Nickerson,1994,2,34
Michael Smith,1994,2,35
Andrei Fetisov,1994,2,36
Dontonio Wingfield,1994,2,37
Darrin Hancock,1994,2,38
Anthony Miller,1994,2,39
Jeff Webster,1994,2,40
William Njoku,1994,2,41
Gary Collier,1994,2,42
Shawnelle Scott,1994,2,43
Damon Bailey,1994,2,44
Dwayne Morton,1994,2,45
Voshon Lenard,1994,2,46
Jamie Watson,1994,2,47
Jevon Crudup,1994,2,48
Kris Bruton,1994,2,49
Charles Claxton,1994,2,50
Lawrence Funderburke,1994,2,51
Anthony Goldwire,1994,2,52
Albert Burditt,1994,2,53
Å½eljko RebraÄa,1994,2,54
Joe Smith,1995,1,1
Antonio McDyess,1995,1,2
Jerry Stackhouse,1995,1,3
Rasheed Wallace,1995,1,4
Kevin Garnett,1995,1,5
Bryant Reeves,1995,1,6
Damon Stoudamire,1995,1,7
Shawn Respert,1995,1,8
Ed O'Bannon,1995,1,9
Kurt Thomas,1995,1,10
Gary Trent,1995,1,11
Cherokee Parks,1995,1,12
Corliss Williamson,1995,1,13
Eric Williams,1995,1,14
Brent Barry,1995,1,15
Alan Henderson,1995,1,16
Bob Sura,1995,1,17
Theo Ratliff,1995,1,18
Randolph Childress,1995,1,19
Jason Caffey,1995,1,20
Michael Finley,1995,1,21
George ZÃ­dek,1995,1,22
Travis Best,1995,1,23
Loren Meyer,1995,1,24
David Vaughn,1995,1,25
Sherell Ford,1995,1,26
Mario Bennett,1995,1,27
Greg Ostertag,1995,1,28
Cory Alexander,1995,1,29
Lou Roe,1995,1,30
Dragan TarlaÄ,1995,2,31
Terrence Rencher,1995,2,32
Junior Burrough,1995,2,33
Andrew DeClercq,1995,2,34
Jimmy King,1995,2,35
Lawrence Moten,1995,2,36
Frankie King,1995,2,37
Rashard Griffith,1995,2,38
Donny Marshall,1995,2,39
Dwayne Whitfield,1995,2,40
Erik Meek,1995,2,41
Donnie Boyce,1995,2,42
Eric Snow,1995,2,43
Anthony Pelle,1995,2,44
Troy Brown,1995,2,45
George Banks,1995,2,46
Tyus Edney,1995,2,47
Mark Davis,1995,2,48
Jerome Allen,1995,2,49
Martin Lewis,1995,2,50
Dejan Bodiroga,1995,2,51
Fred Hoiberg,1995,2,52
Constantin Popa,1995,2,53
Eurelijus Å½ukauskas,1995,2,54
Michael McDonald,1995,2,55
Chris Carr,1995,2,56
Cuonzo Martin,1995,2,57
Don Reid,1995,2,58
Allen Iverson,1996,1,1
Marcus Camby,1996,1,2
Shareef Abdur-Rahim,1996,1,3
Stephon Marbury,1996,1,4
Ray Allen,1996,1,5
Antoine Walker,1996,1,6
Lorenzen Wright,1996,1,7
Kerry Kittles,1996,1,8
Samaki Walker,1996,1,9
Erick Dampier,1996,1,10
Todd Fuller,1996,1,11
Vitaly Potapenko,1996,1,12
Kobe Bryant,1996,1,13
Peja StojakoviÄ,1996,1,14
Steve Nash,1996,1,15
Tony Delk,1996,1,16
Jermaine O'Neal,1996,1,17
John Wallace,1996,1,18
Walter McCarty,1996,1,19
Zydrunas Ilgauskas,1996,1,20
Dontae' Jones,1996,1,21
Roy Rogers,1996,1,22
Efthimios Rentzias,1996,1,23
Derek Fisher,1996,1,24
Martin MÃ¼Ã¼rsepp,1996,1,25
Jerome Williams,1996,1,26
Brian Evans,1996,1,27
Priest Lauderdale,1996,1,28
Travis Knight,1996,1,29
Othella Harrington,1996,1,30
Mark Hendrickson,1996,2,31
Ryan Minor,1996,2,32
Moochie Norris,1996,2,33
Shawn Harvey,1996,2,34
Joseph Blair,1996,2,35
Doron Sheffer,1996,2,36
Jeff McInnis,1996,2,37
Steve Hamer,1996,2,38
Russ Millard,1996,2,39
Marcus Mann,1996,2,40
Jason Sasser,1996,2,41
Randy Livingston,1996,2,42
Ben Davis,1996,2,43
Malik Rose,1996,2,44
Joe Vogel,1996,2,45
Marcus Brown,1996,2,46
Ron Riley,1996,2,47
Jamie Feick,1996,2,48
Amal McCaskill,1996,2,49
Terrell Bell,1996,2,50
Chris Robinson,1996,2,51
Mark Pope,1996,2,52
Jeff Nordgaard,1996,2,53
Shandon Anderson,1996,2,54
Ronnie Henderson,1996,2,55
Reggie Geary,1996,2,56
Drew Barry,1996,2,57
Darnell Robinson,1996,2,58
Tim Duncan,1997,1,1
Keith Van Horn,1997,1,2
Chauncey Billups,1997,1,3
Antonio Daniels,1997,1,4
Tony Battie,1997,1,5
Ron Mercer,1997,1,6
Tim Thomas,1997,1,7
Adonal Foyle,1997,1,8
Tracy McGrady,1997,1,9
Danny Fortson,1997,1,10
Tariq Abdul-Wahad,1997,1,11
Austin Croshere,1997,1,12
Derek Anderson,1997,1,13
Maurice Taylor,1997,1,14
Kelvin Cato,1997,1,15
Brevin Knight,1997,1,16
Johnny Taylor,1997,1,17
Chris Anstey,1997,1,18
Scot Pollard,1997,1,19
Paul Grant,1997,1,20
Anthony Parker,1997,1,21
Ed Gray,1997,1,22
Bobby Jackson,1997,1,23
Rodrick Rhodes,1997,1,24
John Thomas,1997,1,25
Charles Smith,1997,1,26
Jacque Vaughn,1997,1,27
Keith Booth,1997,1,28
Serge Zwikker,1997,1,30
Mark Sanford,1997,2,31
Charles O'Bannon,1997,2,32
James Cotton,1997,2,33
Marko MiliÄ,1997,2,34
Bubba Wells,1997,2,35
Kebu Stewart,1997,2,36
James Collins,1997,2,37
Marc Jackson,1997,2,38
Jerald Honeycutt,1997,2,39
Anthony Johnson,1997,2,40
Eddie Elisma,1997,2,41
Jason Lawson,1997,2,42
Stephen Jackson,1997,2,43
Gordon Malone,1997,2,44
Cedric Henderson,1997,2,45
God Shammgod,1997,2,46
Eric Washington,1997,2,47
Alvin Williams,1997,2,48
Predrag Drobnjak,1997,2,49
Alain Digbeu,1997,2,50
Chris Crawford,1997,2,51
DeJuan Wheat,1997,2,52
C.J. Bruton,1997,2,53
Paul Rogers,1997,2,54
Mark Blount,1997,2,55
Ben Pepper,1997,2,56
Nate Erdmann,1997,2,57
Roberto Duenas,1997,2,58
Michael Olowokandi,1998,1,1
Mike Bibby,1998,1,2
Raef LaFrentz,1998,1,3
Antawn Jamison,1998,1,4
Vince Carter,1998,1,5
Robert Traylor,1998,1,6
Jason Williams,1998,1,7
Larry Hughes,1998,1,8
Dirk Nowitzki,1998,1,9
Paul Pierce,1998,1,10
Bonzi Wells,1998,1,11
Michael Doleac,1998,1,12
Keon Clark,1998,1,13
Michael Dickerson,1998,1,14
Matt Harpring,1998,1,15
Bryce Drew,1998,1,16
Rasho NesteroviÄ,1998,1,17
Mirsad TÃ¼rkcan,1998,1,18
Pat Garrity,1998,1,19
Roshown McLeod,1998,1,20
Ricky Davis,1998,1,21
Brian Skinner,1998,1,22
Tyronn Lue,1998,1,23
Felipe LÃ³pez,1998,1,24
Al Harrington,1998,1,25
Sam Jacobson,1998,1,26
Vladimir Stepania,1998,1,27
Corey Benjamin,1998,1,28
